Start_Time,End_Time,Num_Rows,Final_Price,Price_Diff,Cumulative_Volume,impulso,ratio
2023-10-05 06:10:51.440,2023-10-05 06:10:52.440,0,84.72,0.0,0.0,0.0,0.0
2023-10-05 06:11:01.688,2023-10-05 06:11:02.688,1,84.72,0.0,1.0,0.0,1.0
2023-10-05 06:11:04.000,2023-10-05 06:11:05.000,1,84.72,0.0,1.0,0.0,1.0
2023-10-05 06:11:17.192,2023-10-05 06:11:18.192,2,84.72,0.0,2.0,0.0,2.0
2023-10-05 06:11:42.044,2023-10-05 06:11:43.044,0,84.72,0.0,0.0,0.0,0.0
2023-10-05 06:11:45.576,2023-10-05 06:11:46.576,0,84.72,0.0,0.0,0.0,0.0
2023-10-05 06:12:04.992,2023-10-05 06:12:05.992,0,84.73,0.0,0.0,0.010000000000005116,0.0
2023-10-05 06:12:14.312,2023-10-05 06:12:15.312,42,84.75,-0.010000000000005116,43.0,0.030000000000001137,1399.999999999947
2023-10-05 06:12:15.476,2023-10-05 06:12:16.476,0,84.75,0.0,0.0,0.030000000000001137,0.0
2023-10-05 06:12:24.240,2023-10-05 06:12:25.240,0,84.74,0.0,0.0,0.01999999999999602,0.0
2023-10-05 06:12:26.012,2023-10-05 06:12:27.012,4,84.74,0.0,4.0,0.01999999999999602,200.0000000000398
2023-10-05 06:12:37.140,2023-10-05 06:12:38.140,4,84.73,0.0,6.0,0.0,4.0
2023-10-05 06:12:43.728,2023-10-05 06:12:44.728,2,84.73,0.0,2.0,-0.01999999999999602,100.0000000000199
2023-10-05 06:12:44.928,2023-10-05 06:12:45.928,2,84.73,0.0,2.0,-0.01999999999999602,100.0000000000199
2023-10-05 06:13:09.180,2023-10-05 06:13:10.180,3,84.74,0.009999999999990905,3.0,0.0,3.0
2023-10-05 06:13:19.512,2023-10-05 06:13:20.512,0,84.74,0.0,0.0,0.0,0.0
2023-10-05 06:13:22.252,2023-10-05 06:13:23.252,1,84.74,0.0,1.0,0.009999999999990905,100.00000000009095
2023-10-05 06:13:27.756,2023-10-05 06:13:28.756,0,84.74,0.0,0.0,0.009999999999990905,0.0
2023-10-05 06:13:40.208,2023-10-05 06:13:41.208,0,84.74,0.0,0.0,0.009999999999990905,0.0
2023-10-05 06:13:58.508,2023-10-05 06:13:59.508,3,84.74,-0.010000000000005116,3.0,0.0,3.0
2023-10-05 06:14:07.348,2023-10-05 06:14:08.348,1,84.74,0.0,1.0,0.0,1.0
2023-10-05 06:14:09.000,2023-10-05 06:14:10.000,0,84.73,-0.009999999999990905,0.0,-0.009999999999990905,0.0
2023-10-05 06:14:13.224,2023-10-05 06:14:14.224,4,84.74,0.0,4.0,0.0,4.0
2023-10-05 06:14:15.876,2023-10-05 06:14:16.876,11,84.74,0.0,11.0,0.0,11.0
2023-10-05 06:14:18.968,2023-10-05 06:14:19.968,0,84.74,0.0,0.0,0.0,0.0
2023-10-05 06:14:23.176,2023-10-05 06:14:24.176,1,84.73,0.0,1.0,-0.009999999999990905,100.00000000009095
2023-10-05 06:14:45.356,2023-10-05 06:14:46.356,4,84.72,-0.010000000000005116,5.0,-0.010000000000005116,399.99999999979536
2023-10-05 06:14:53.128,2023-10-05 06:14:54.128,5,84.72,0.0,5.0,-0.01999999999999602,250.00000000004974
2023-10-05 06:14:56.148,2023-10-05 06:14:57.148,0,84.71,0.0,0.0,-0.030000000000001137,0.0
2023-10-05 06:15:10.924,2023-10-05 06:15:11.924,8,84.71,0.0,8.0,-0.030000000000001137,266.66666666665657
2023-10-05 06:15:14.516,2023-10-05 06:15:15.516,2,84.7,0.0,2.0,-0.030000000000001137,66.66666666666414
2023-10-05 06:15:24.280,2023-10-05 06:15:25.280,4,84.69,0.0,4.0,-0.030000000000001137,133.33333333332828
2023-10-05 06:15:25.316,2023-10-05 06:15:26.316,4,84.69,-0.010000000000005116,4.0,-0.030000000000001137,133.33333333332828
2023-10-05 06:15:29.452,2023-10-05 06:15:30.452,0,84.7,0.0,0.0,-0.009999999999990905,0.0
2023-10-05 06:15:34.784,2023-10-05 06:15:35.784,1,84.7,0.0,1.0,-0.009999999999990905,100.00000000009095
2023-10-05 06:15:45.720,2023-10-05 06:15:46.720,1,84.7,0.0,1.0,0.0,1.0
2023-10-05 06:16:06.164,2023-10-05 06:16:07.164,2,84.69,-0.010000000000005116,2.0,0.0,2.0
2023-10-05 06:16:07.796,2023-10-05 06:16:08.796,0,84.69,0.0,0.0,0.0,0.0
2023-10-05 06:16:09.980,2023-10-05 06:16:10.980,0,84.7,0.010000000000005116,0.0,0.0,0.0
2023-10-05 06:16:15.920,2023-10-05 06:16:16.920,0,84.7,0.0,0.0,0.0,0.0
2023-10-05 06:16:38.408,2023-10-05 06:16:39.408,2,84.7,0.0,2.0,0.0,2.0
2023-10-05 06:16:48.500,2023-10-05 06:16:49.500,0,84.7,0.0,0.0,0.010000000000005116,0.0
2023-10-05 06:17:00.356,2023-10-05 06:17:01.356,1,84.71,0.009999999999990905,1.0,0.01999999999999602,50.00000000000995
2023-10-05 06:17:12.484,2023-10-05 06:17:13.484,1,84.7,-0.009999999999990905,1.0,0.0,1.0
2023-10-05 06:17:37.260,2023-10-05 06:17:38.260,5,84.7,0.0,5.0,0.0,5.0
2023-10-05 06:17:40.104,2023-10-05 06:17:41.104,0,84.7,0.0,0.0,0.0,0.0
2023-10-05 06:17:54.036,2023-10-05 06:17:55.036,1,84.69,-0.010000000000005116,1.0,-0.010000000000005116,99.99999999994884
2023-10-05 06:18:11.088,2023-10-05 06:18:12.088,2,84.7,0.010000000000005116,2.0,-0.009999999999990905,200.0000000001819
2023-10-05 06:18:16.360,2023-10-05 06:18:17.360,5,84.72,0.010000000000005116,5.0,0.01999999999999602,250.00000000004974
2023-10-05 06:19:27.284,2023-10-05 06:19:28.284,2,84.72,0.0,2.0,0.01999999999999602,100.0000000000199
2023-10-05 06:20:15.676,2023-10-05 06:20:16.676,0,84.72,0.0,0.0,0.01999999999999602,0.0
2023-10-05 06:20:35.908,2023-10-05 06:20:36.908,3,84.72,0.0,3.0,0.030000000000001137,99.9999999999962
2023-10-05 06:20:44.348,2023-10-05 06:20:45.348,0,84.72,0.0,0.0,0.01999999999999602,0.0
2023-10-05 06:20:45.396,2023-10-05 06:20:46.396,1,84.72,0.0,1.0,0.0,1.0
2023-10-05 06:20:53.324,2023-10-05 06:20:54.324,2,84.72,0.0,2.0,0.0,2.0
2023-10-05 06:21:05.804,2023-10-05 06:21:06.804,0,84.72,0.0,0.0,0.0,0.0
2023-10-05 06:21:20.148,2023-10-05 06:21:21.148,1,84.71,0.0,1.0,-0.010000000000005116,99.99999999994884
2023-10-05 06:22:30.996,2023-10-05 06:22:31.996,2,84.71,0.0,2.0,-0.010000000000005116,199.99999999989768
2023-10-05 06:22:41.116,2023-10-05 06:22:42.116,2,84.71,0.0,2.0,-0.010000000000005116,199.99999999989768
2023-10-05 06:22:51.264,2023-10-05 06:22:52.264,1,84.72,0.010000000000005116,1.0,0.0,1.0
2023-10-05 06:23:40.452,2023-10-05 06:23:41.452,0,84.71,-0.010000000000005116,0.0,-0.010000000000005116,0.0
2023-10-05 06:23:47.808,2023-10-05 06:23:48.808,2,84.71,0.0,2.0,0.0,2.0
2023-10-05 06:23:56.296,2023-10-05 06:23:57.296,2,84.71,0.0,2.0,0.0,2.0
2023-10-05 06:24:17.864,2023-10-05 06:24:18.864,2,84.71,0.0,2.0,0.0,2.0
2023-10-05 06:24:21.964,2023-10-05 06:24:22.964,0,84.71,0.0,0.0,-0.010000000000005116,0.0
2023-10-05 06:24:24.000,2023-10-05 06:24:25.000,1,84.71,0.0,1.0,0.0,1.0
2023-10-05 06:24:31.972,2023-10-05 06:24:32.972,0,84.7,0.0,0.0,-0.009999999999990905,0.0
2023-10-05 06:24:40.972,2023-10-05 06:24:41.972,24,84.69,0.0,44.0,-0.01999999999999602,1200.0000000002387
2023-10-05 06:24:42.336,2023-10-05 06:24:43.336,0,84.68,-0.009999999999990905,0.0,-0.029999999999986926,0.0
2023-10-05 06:24:45.976,2023-10-05 06:24:46.976,0,84.69,0.009999999999990905,0.0,-0.01999999999999602,0.0
2023-10-05 06:24:48.128,2023-10-05 06:24:49.128,0,84.69,0.0,0.0,-0.01999999999999602,0.0
2023-10-05 06:24:53.064,2023-10-05 06:24:54.064,2,84.69,0.0,2.0,-0.010000000000005116,199.99999999989768
2023-10-05 06:24:56.360,2023-10-05 06:24:57.360,0,84.69,0.0,0.0,0.0,0.0
2023-10-05 06:25:11.984,2023-10-05 06:25:12.984,0,84.69,0.0,0.0,0.009999999999990905,0.0
2023-10-05 06:25:16.636,2023-10-05 06:25:17.636,0,84.69,0.0,0.0,0.0,0.0
2023-10-05 06:25:43.504,2023-10-05 06:25:44.504,1,84.69,0.0,1.0,0.0,1.0
2023-10-05 06:25:44.772,2023-10-05 06:25:45.772,1,84.69,0.0,1.0,0.0,1.0
2023-10-05 06:26:07.260,2023-10-05 06:26:08.260,6,84.69,0.0,6.0,0.0,6.0
2023-10-05 06:26:08.544,2023-10-05 06:26:09.544,0,84.69,0.0,0.0,0.0,0.0
2023-10-05 06:26:11.932,2023-10-05 06:26:12.932,0,84.69,0.0,0.0,0.0,0.0
2023-10-05 06:26:18.828,2023-10-05 06:26:19.828,6,84.68,-0.009999999999990905,6.0,-0.009999999999990905,600.0000000005457
2023-10-05 06:26:27.356,2023-10-05 06:26:28.356,0,84.68,0.0,0.0,-0.009999999999990905,0.0
2023-10-05 06:26:32.732,2023-10-05 06:26:33.732,0,84.68,0.0,0.0,-0.009999999999990905,0.0
2023-10-05 06:26:33.896,2023-10-05 06:26:34.896,0,84.69,0.009999999999990905,0.0,0.0,0.0
2023-10-05 06:26:35.304,2023-10-05 06:26:36.304,1,84.68,0.0,1.0,-0.009999999999990905,100.00000000009095
2023-10-05 06:26:36.776,2023-10-05 06:26:37.776,0,84.68,0.0,0.0,0.0,0.0
2023-10-05 06:26:38.648,2023-10-05 06:26:39.648,6,84.68,0.0,7.0,0.0,6.0
2023-10-05 06:26:43.316,2023-10-05 06:26:44.316,0,84.68,0.0,0.0,0.0,0.0
2023-10-05 06:26:49.388,2023-10-05 06:26:50.388,0,84.67,-0.010000000000005116,0.0,-0.01999999999999602,0.0
2023-10-05 06:26:50.888,2023-10-05 06:26:51.888,0,84.68,0.0,0.0,0.0,0.0
2023-10-05 06:26:56.456,2023-10-05 06:26:57.456,20,84.67,0.0,20.0,-0.010000000000005116,1999.9999999989768
2023-10-05 06:27:01.748,2023-10-05 06:27:02.748,0,84.68,0.010000000000005116,0.0,0.0,0.0
2023-10-05 06:27:05.028,2023-10-05 06:27:06.028,5,84.68,0.0,5.0,0.0,5.0
2023-10-05 06:27:11.660,2023-10-05 06:27:12.660,3,84.68,0.0,4.0,0.010000000000005116,299.9999999998465
2023-10-05 06:27:12.932,2023-10-05 06:27:13.932,0,84.68,0.0,0.0,0.0,0.0
2023-10-05 06:27:19.240,2023-10-05 06:27:20.240,0,84.68,0.0,0.0,0.010000000000005116,0.0
2023-10-05 06:27:21.680,2023-10-05 06:27:22.680,0,84.67,-0.010000000000005116,0.0,-0.010000000000005116,0.0
2023-10-05 06:27:33.812,2023-10-05 06:27:34.812,2,84.66,0.0,2.0,-0.020000000000010232,99.99999999994884
2023-10-05 06:27:45.968,2023-10-05 06:27:46.968,5,84.67,0.010000000000005116,5.0,-0.010000000000005116,499.9999999997442
2023-10-05 06:27:47.100,2023-10-05 06:27:48.100,0,84.66,-0.010000000000005116,0.0,-0.020000000000010232,0.0
2023-10-05 06:27:51.432,2023-10-05 06:27:52.432,1,84.66,0.0,1.0,-0.020000000000010232,49.99999999997442
2023-10-05 06:27:58.796,2023-10-05 06:27:59.796,8,84.66,0.0,18.0,-0.010000000000005116,799.9999999995907
2023-10-05 06:28:10.160,2023-10-05 06:28:11.160,0,84.67,0.010000000000005116,0.0,0.010000000000005116,0.0
2023-10-05 06:28:12.268,2023-10-05 06:28:13.268,2,84.67,0.0,2.0,0.0,2.0
2023-10-05 06:28:20.328,2023-10-05 06:28:21.328,1,84.67,0.0,1.0,0.010000000000005116,99.99999999994884
2023-10-05 06:28:24.164,2023-10-05 06:28:25.164,0,84.66,0.0,0.0,0.0,0.0
2023-10-05 06:28:41.264,2023-10-05 06:28:42.264,7,84.66,0.0,7.0,0.0,7.0
2023-10-05 06:28:44.252,2023-10-05 06:28:45.252,1,84.67,0.010000000000005116,1.0,0.0,1.0
2023-10-05 06:28:53.976,2023-10-05 06:28:54.976,37,84.69,0.009999999999990905,37.0,0.01999999999999602,1850.0000000003681
2023-10-05 06:29:06.816,2023-10-05 06:29:07.816,0,84.69,0.0,0.0,0.01999999999999602,0.0
2023-10-05 06:29:11.800,2023-10-05 06:29:12.800,4,84.69,0.009999999999990905,4.0,0.030000000000001137,133.33333333332828
2023-10-05 06:29:24.756,2023-10-05 06:29:25.756,4,84.7,0.010000000000005116,4.0,0.04000000000000625,99.99999999998437
2023-10-05 06:29:28.324,2023-10-05 06:29:29.324,15,84.71,0.0,15.0,0.03999999999999204,375.00000000007464
2023-10-05 06:29:44.380,2023-10-05 06:29:45.380,2,84.7,-0.009999999999990905,2.0,0.010000000000005116,199.99999999989768
2023-10-05 06:29:46.916,2023-10-05 06:29:47.916,5,84.7,0.0,5.0,0.010000000000005116,499.9999999997442
2023-10-05 06:29:53.100,2023-10-05 06:29:54.100,1,84.7,0.0,1.0,0.010000000000005116,99.99999999994884
2023-10-05 06:30:00.088,2023-10-05 06:30:01.088,0,84.7,0.0,0.0,0.0,0.0
2023-10-05 06:30:05.472,2023-10-05 06:30:06.472,1,84.69,-0.010000000000005116,1.0,-0.01999999999999602,50.00000000000995
2023-10-05 06:30:22.560,2023-10-05 06:30:23.560,3,84.69,0.0,3.0,-0.010000000000005116,299.9999999998465
2023-10-05 06:30:53.768,2023-10-05 06:30:54.768,1,84.69,0.0,1.0,-0.010000000000005116,99.99999999994884
2023-10-05 06:31:02.408,2023-10-05 06:31:03.408,2,84.69,0.0,2.0,-0.010000000000005116,199.99999999989768
2023-10-05 06:31:07.992,2023-10-05 06:31:08.992,0,84.69,0.0,0.0,-0.010000000000005116,0.0
2023-10-05 06:31:38.768,2023-10-05 06:31:39.768,2,84.68,0.010000000000005116,2.0,-0.009999999999990905,200.0000000001819
2023-10-05 06:31:53.108,2023-10-05 06:31:54.108,20,84.68,0.0,20.0,-0.009999999999990905,2000.000000001819
2023-10-05 06:32:08.172,2023-10-05 06:32:09.172,1,84.68,0.0,1.0,-0.009999999999990905,100.00000000009095
2023-10-05 06:32:48.512,2023-10-05 06:32:49.512,11,84.68,0.0,20.0,-0.009999999999990905,1100.0000000010004
2023-10-05 06:32:50.252,2023-10-05 06:32:51.252,0,84.68,0.0,0.0,-0.009999999999990905,0.0
2023-10-05 06:33:00.156,2023-10-05 06:33:01.156,1,84.68,0.0,1.0,0.0,1.0
2023-10-05 06:33:28.840,2023-10-05 06:33:29.840,3,84.69,0.009999999999990905,3.0,0.009999999999990905,300.00000000027285
2023-10-05 06:33:30.824,2023-10-05 06:33:31.824,9,84.7,0.010000000000005116,9.0,0.01999999999999602,450.0000000000895
2023-10-05 06:33:40.872,2023-10-05 06:33:41.872,15,84.7,0.0,15.0,0.01999999999999602,750.0000000001493
2023-10-05 06:33:42.492,2023-10-05 06:33:43.492,4,84.7,0.0,4.0,0.01999999999999602,200.0000000000398
2023-10-05 06:33:44.692,2023-10-05 06:33:45.692,0,84.71,0.0,0.0,0.029999999999986926,0.0
2023-10-05 06:33:46.144,2023-10-05 06:33:47.144,6,84.7,-0.009999999999990905,6.0,0.010000000000005116,599.999999999693
2023-10-05 06:34:00.480,2023-10-05 06:34:01.480,4,84.7,0.0,4.0,0.0,4.0
2023-10-05 06:34:03.612,2023-10-05 06:34:04.612,10,84.7,0.0,10.0,0.0,10.0
2023-10-05 06:34:07.264,2023-10-05 06:34:08.264,2,84.7,0.0,3.0,0.0,2.0
2023-10-05 06:34:14.864,2023-10-05 06:34:15.864,0,84.69,-0.010000000000005116,0.0,-0.01999999999999602,0.0
2023-10-05 06:34:57.640,2023-10-05 06:34:58.640,8,84.69,0.0,11.0,-0.010000000000005116,799.9999999995907
2023-10-05 06:34:58.724,2023-10-05 06:34:59.724,0,84.68,-0.009999999999990905,0.0,-0.01999999999999602,0.0
2023-10-05 06:35:01.432,2023-10-05 06:35:02.432,4,84.68,0.0,4.0,-0.01999999999999602,200.0000000000398
2023-10-05 06:35:11.588,2023-10-05 06:35:12.588,0,84.68,0.0,0.0,-0.01999999999999602,0.0
2023-10-05 06:35:14.324,2023-10-05 06:35:15.324,0,84.68,0.0,0.0,-0.009999999999990905,0.0
2023-10-05 06:35:21.604,2023-10-05 06:35:22.604,0,84.68,0.0,0.0,-0.009999999999990905,0.0
2023-10-05 06:35:25.180,2023-10-05 06:35:26.180,1,84.68,0.0,1.0,0.0,1.0
2023-10-05 06:35:37.848,2023-10-05 06:35:38.848,0,84.68,0.0,0.0,0.0,0.0
2023-10-05 06:35:48.488,2023-10-05 06:35:49.488,1,84.68,0.0,1.0,0.0,1.0
2023-10-05 06:35:54.480,2023-10-05 06:35:55.480,0,84.68,0.0,0.0,0.0,0.0
2023-10-05 06:35:59.896,2023-10-05 06:36:00.896,2,84.68,0.0,2.0,0.0,2.0
2023-10-05 06:36:06.208,2023-10-05 06:36:07.208,0,84.68,0.0,0.0,0.0,0.0
2023-10-05 06:36:07.628,2023-10-05 06:36:08.628,0,84.68,0.0,0.0,0.0,0.0
2023-10-05 06:36:12.092,2023-10-05 06:36:13.092,1,84.68,0.0,1.0,0.0,1.0
2023-10-05 06:36:35.236,2023-10-05 06:36:36.236,7,84.69,0.0,7.0,0.009999999999990905,700.0000000006366
2023-10-05 06:36:42.660,2023-10-05 06:36:43.660,1,84.69,0.0,1.0,0.009999999999990905,100.00000000009095
2023-10-05 06:36:47.208,2023-10-05 06:36:48.208,0,84.69,0.0,0.0,0.009999999999990905,0.0
2023-10-05 06:37:25.008,2023-10-05 06:37:26.008,1,84.7,0.010000000000005116,1.0,0.01999999999999602,50.00000000000995
2023-10-05 06:37:59.112,2023-10-05 06:38:00.112,0,84.69,-0.010000000000005116,0.0,0.009999999999990905,0.0
2023-10-05 06:38:36.152,2023-10-05 06:38:37.152,1,84.7,0.010000000000005116,1.0,0.010000000000005116,99.99999999994884
2023-10-05 06:39:35.552,2023-10-05 06:39:36.552,0,84.69,-0.010000000000005116,0.0,0.0,0.0
2023-10-05 06:40:02.708,2023-10-05 06:40:03.708,0,84.69,0.0,0.0,0.0,0.0
2023-10-05 06:40:21.500,2023-10-05 06:40:22.500,5,84.69,0.0,5.0,-0.010000000000005116,499.9999999997442
2023-10-05 06:40:30.288,2023-10-05 06:40:31.288,0,84.69,0.0,0.0,0.0,0.0
2023-10-05 06:40:43.692,2023-10-05 06:40:44.692,2,84.69,0.0,2.0,-0.010000000000005116,199.99999999989768
2023-10-05 06:40:46.716,2023-10-05 06:40:47.716,0,84.69,0.0,0.0,0.0,0.0
2023-10-05 06:40:53.196,2023-10-05 06:40:54.196,0,84.69,0.0,0.0,0.0,0.0
2023-10-05 06:41:03.052,2023-10-05 06:41:04.052,0,84.7,0.010000000000005116,0.0,0.010000000000005116,0.0
2023-10-05 06:41:23.060,2023-10-05 06:41:24.060,0,84.69,-0.010000000000005116,0.0,0.0,0.0
2023-10-05 06:41:29.576,2023-10-05 06:41:30.576,0,84.68,-0.009999999999990905,0.0,-0.009999999999990905,0.0
2023-10-05 06:41:45.612,2023-10-05 06:41:46.612,1,84.68,0.0,1.0,-0.009999999999990905,100.00000000009095
2023-10-05 06:41:47.440,2023-10-05 06:41:48.440,3,84.67,-0.010000000000005116,3.0,-0.01999999999999602,150.00000000002984
2023-10-05 06:41:50.968,2023-10-05 06:41:51.968,1,84.66,-0.010000000000005116,1.0,-0.04000000000000625,24.999999999996092
2023-10-05 06:41:59.028,2023-10-05 06:42:00.028,1,84.66,0.0,1.0,-0.030000000000001137,33.33333333333207
2023-10-05 06:42:01.448,2023-10-05 06:42:02.448,0,84.66,0.0,0.0,-0.020000000000010232,0.0
2023-10-05 06:42:13.452,2023-10-05 06:42:14.452,0,84.66,0.0,0.0,-0.020000000000010232,0.0
2023-10-05 06:42:17.072,2023-10-05 06:42:18.072,1,84.65,0.0,1.0,-0.01999999999999602,50.00000000000995
2023-10-05 06:42:36.252,2023-10-05 06:42:37.252,6,84.65,0.0,6.0,-0.009999999999990905,600.0000000005457
2023-10-05 06:42:41.244,2023-10-05 06:42:42.244,0,84.65,0.0,0.0,-0.009999999999990905,0.0
2023-10-05 06:42:59.360,2023-10-05 06:43:00.360,16,84.63,0.0,16.0,-0.030000000000001137,533.3333333333131
2023-10-05 06:43:00.560,2023-10-05 06:43:01.560,5,84.62,-0.009999999999990905,5.0,-0.03999999999999204,125.00000000002487
2023-10-05 06:43:04.128,2023-10-05 06:43:05.128,7,84.62,-0.009999999999990905,7.0,-0.030000000000001137,233.3333333333245
2023-10-05 06:43:05.752,2023-10-05 06:43:06.752,0,84.62,0.0,0.0,-0.030000000000001137,0.0
2023-10-05 06:43:10.620,2023-10-05 06:43:11.620,0,84.62,0.0,0.0,-0.030000000000001137,0.0
2023-10-05 06:43:12.384,2023-10-05 06:43:13.384,0,84.62,0.0,0.0,-0.009999999999990905,0.0
2023-10-05 06:43:13.944,2023-10-05 06:43:14.944,0,84.62,0.0,0.0,0.0,0.0
2023-10-05 06:43:25.760,2023-10-05 06:43:26.760,0,84.62,0.0,0.0,0.0,0.0
2023-10-05 06:43:28.128,2023-10-05 06:43:29.128,1,84.62,0.0,1.0,0.0,1.0
2023-10-05 06:43:30.560,2023-10-05 06:43:31.560,0,84.62,0.0,0.0,0.0,0.0
2023-10-05 06:43:38.812,2023-10-05 06:43:39.812,0,84.62,0.0,0.0,0.0,0.0
2023-10-05 06:43:44.036,2023-10-05 06:43:45.036,4,84.62,0.0,5.0,0.0,4.0
2023-10-05 06:43:51.500,2023-10-05 06:43:52.500,0,84.62,0.0,0.0,0.0,0.0
2023-10-05 06:43:53.928,2023-10-05 06:43:54.928,1,84.62,0.0,1.0,0.0,1.0
2023-10-05 06:43:56.936,2023-10-05 06:43:57.936,3,84.61,0.0,4.0,-0.010000000000005116,299.9999999998465
2023-10-05 06:44:06.620,2023-10-05 06:44:07.620,17,84.61,0.0,24.0,-0.010000000000005116,1699.9999999991303
2023-10-05 06:44:08.288,2023-10-05 06:44:09.288,1,84.6,0.0,1.0,-0.020000000000010232,49.99999999997442
2023-10-05 06:44:10.724,2023-10-05 06:44:11.724,10,84.6,0.0,11.0,-0.020000000000010232,499.9999999997442
2023-10-05 06:44:11.860,2023-10-05 06:44:12.860,1,84.59,0.0,1.0,-0.030000000000001137,33.33333333333207
2023-10-05 06:44:14.068,2023-10-05 06:44:15.068,15,84.6,0.009999999999990905,15.0,-0.010000000000005116,1499.9999999992326
2023-10-05 06:44:15.588,2023-10-05 06:44:16.588,4,84.59,0.0,4.0,-0.01999999999999602,200.0000000000398
2023-10-05 06:44:16.880,2023-10-05 06:44:17.880,0,84.59,0.0,0.0,-0.009999999999990905,0.0
2023-10-05 06:44:26.068,2023-10-05 06:44:27.068,12,84.59,0.0,13.0,-0.009999999999990905,1200.0000000010914
2023-10-05 06:44:38.624,2023-10-05 06:44:39.624,0,84.6,0.009999999999990905,0.0,0.009999999999990905,0.0
2023-10-05 06:44:39.752,2023-10-05 06:44:40.752,0,84.6,0.0,0.0,0.0,0.0
2023-10-05 06:44:48.404,2023-10-05 06:44:49.404,7,84.6,0.0,8.0,0.009999999999990905,700.0000000006366
2023-10-05 06:44:49.980,2023-10-05 06:44:50.980,0,84.6,0.0,0.0,0.009999999999990905,0.0
2023-10-05 06:44:51.000,2023-10-05 06:44:52.000,0,84.6,0.0,0.0,0.009999999999990905,0.0
2023-10-05 06:44:59.428,2023-10-05 06:45:00.428,1,84.59,-0.009999999999990905,1.0,-0.009999999999990905,100.00000000009095
2023-10-05 06:45:01.700,2023-10-05 06:45:02.700,0,84.6,0.009999999999990905,0.0,0.0,0.0
2023-10-05 06:45:05.212,2023-10-05 06:45:06.212,3,84.61,0.010000000000005116,3.0,0.010000000000005116,299.9999999998465
2023-10-05 06:45:10.328,2023-10-05 06:45:11.328,0,84.6,0.0,0.0,0.0,0.0
2023-10-05 06:45:13.716,2023-10-05 06:45:14.716,4,84.6,0.0,4.0,0.0,4.0
2023-10-05 06:45:21.804,2023-10-05 06:45:22.804,0,84.6,0.0,0.0,0.009999999999990905,0.0
2023-10-05 06:45:26.252,2023-10-05 06:45:27.252,0,84.6,0.0,0.0,0.0,0.0
2023-10-05 06:45:27.824,2023-10-05 06:45:28.824,1,84.6,0.0,1.0,-0.010000000000005116,99.99999999994884
2023-10-05 06:45:32.256,2023-10-05 06:45:33.256,0,84.61,0.010000000000005116,0.0,0.010000000000005116,0.0
2023-10-05 06:45:42.008,2023-10-05 06:45:43.008,1,84.61,0.0,1.0,0.010000000000005116,99.99999999994884
2023-10-05 06:45:43.700,2023-10-05 06:45:44.700,0,84.61,0.0,0.0,0.010000000000005116,0.0
2023-10-05 06:45:46.084,2023-10-05 06:45:47.084,0,84.61,0.0,0.0,0.010000000000005116,0.0
